"","country","year","gdpPerCapita","lifeExpectancy","continent"
"1707","Gambia","2010",861,63.6,"Africa"
"1708","Georgia","2010",3230,72.8,"Europe"
"1709","Germany","2010",41500,80.4,"Europe"
"1710","Ghana","2010",1300,61.6,"Africa"
"1711","Greece","2010",26900,80.3,"Europe"
"1712","Grenada","2010",7260,74.1,"North America"
"1713","Guatemala","2010",2900,71.7,"North America"
"1714","Guinea","2010",672,57.4,"Africa"
"1715","Guinea-Bissau","2010",558,55.9,"Africa"
"1716","Guyana","2010",3030,68,"South America"
"1717","Haiti","2010",666,32.5,"North America"
"1718","Honduras","2010",1900,72.8,"North America"
"1719","Hungary","2010",13100,74.6,"Europe"
"1720","Iceland","2010",43000,82.4,"Europe"
"1721","India","2010",1360,66.7,"Asia"
"1722","Indonesia","2010",3120,69.7,"Asia"
"1723","Iran","2010",6600,75.2,"Asia"
"1724","Iraq","2010",4660,73.5,"Asia"
"1725","Ireland","2010",48700,80.7,"Europe"
"1726","Israel","2010",30700,81.8,"Asia"
"1727","Italy","2010",36000,82,"Europe"
"1728","Jamaica","2010",4700,75.8,"North America"
"1729","Japan","2010",44500,83.1,"Asia"
"1730","Jordan","2010",3690,77.6,"Asia"
"1731","Kazakhstan","2010",9070,68.4,"Asia"
"1732","Kenya","2010",952,61.2,"Africa"
"1733","Kiribati","2010",1520,60.9,"Oceania"
"1734","Kuwait","2010",38600,81.2,"Asia"
"1735","Latvia","2010",11300,73.2,"Europe"
"1736","Lebanon","2010",7760,77.2,"Asia"
"1737","Lesotho","2010",1140,47.8,"Africa"
"1738","Liberia","2010",513,61.3,"Africa"
"1739","Libya","2010",12100,73.4,"Africa"
"1740","Lithuania","2010",12000,73.3,"Europe"
"1741","Luxembourg","2010",105000,80.8,"Europe"
"1742","Madagascar","2010",472,61.7,"Africa"
"1743","Malawi","2010",479,54.2,"Africa"
"1744","Malaysia","2010",9040,74.4,"Asia"
"1745","Maldives","2010",7080,79.2,"Asia"
"1746","Mali","2010",710,59.4,"Africa"
"1747","Malta","2010",21100,80.4,"Europe"
"1748","Marshall Islands","2010",2880,63,"Oceania"
"1749","Mauritania","2010",1610,68.2,"Africa"
"1750","Mauritius","2010",8000,74,"Africa"
"1751","Mexico","2010",9270,75.2,"North America"
"1752","Moldova","2010",2440,69.8,"Europe"
"1753","Mongolia","2010",2640,66,"Asia"
"1754","Montenegro","2010",6680,76,"Europe"
"1755","Morocco","2010",2840,72.1,"Africa"
"1756","Mozambique","2010",471,52,"Africa"
"1757","Namibia","2010",5320,59,"Africa"
"1758","Nepal","2010",592,69.2,"Asia"
"1759","Netherlands","2010",51000,80.8,"Europe"
"1760","New Zealand","2010",33700,80.7,"Oceania"
"1761","Nicaragua","2010",1500,77.6,"North America"
"1762","Niger","2010",473,59.1,"Africa"
"1763","Nigeria","2010",2290,60.5,"Africa"
"1764","Norway","2010",87700,80.9,"Europe"
"1765","Oman","2010",18800,75.2,"Asia"
"1766","Pakistan","2010",987,64.3,"Asia"
"1767","Panama","2010",8080,78.2,"North America"
"1768","Papua New Guinea","2010",1950,56.3,"Oceania"
"1769","Paraguay","2010",4360,74.6,"South America"
"1770","Peru","2010",5080,77.5,"South America"
"1771","Philippines","2010",2220,69.2,"Asia"
"1772","Poland","2010",12600,76.4,"Europe"
"1773","Portugal","2010",22500,80,"Europe"
"1774","Qatar","2010",67400,78,"Asia"
"1775","Romania","2010",8210,73.7,"Europe"
"1776","Rwanda","2010",612,64.3,"Africa"
"1777","Samoa","2010",3570,72.5,"Oceania"
"1778","Sao Tome and Principe","2010",1090,68.9,"Africa"
"1779","Saudi Arabia","2010",19300,74.8,"Asia"
"1780","Senegal","2010",1280,65.9,"Africa"
"1781","Serbia","2010",5740,74.4,"Europe"
"1782","Seychelles","2010",10800,73.2,"Africa"
"1783","Sierra Leone","2010",402,55.4,"Africa"
"1784","Singapore","2010",47200,83.2,"Asia"
"1785","Slovenia","2010",23500,79.5,"Europe"
"1786","Solomon Islands","2010",1290,61.7,"Oceania"
"1787","South Africa","2010",7330,56.1,"Africa"
"1788","South Sudan","2010",1540,57.8,"Africa"
"1789","Spain","2010",30500,82,"Europe"
"1790","Sri Lanka","2010",2800,74.7,"Asia"
"1791","Sudan","2010",1400,67.7,"Africa"
"1792","Suriname","2010",8260,71.4,"South America"
"1793","Sweden","2010",52900,81.5,"Europe"
"1794","Switzerland","2010",74600,82.5,"Europe"
"1795","Tajikistan","2010",750,69.8,"Asia"
"1796","Tanzania","2010",743,60.9,"Africa"
"1797","Thailand","2010",5080,77,"Asia"
"1798","Togo","2010",534,59.2,"Africa"
"1799","Tonga","2010",3550,71,"Oceania"
"1800","Trinidad and Tobago","2010",16700,73.6,"North America"
"1801","Tunisia","2010",4140,77,"Africa"
"1802","Turkey","2010",10700,77.6,"Asia"
"1803","Turkmenistan","2010",4440,69.6,"Asia"
"1804","Uganda","2010",816,59.1,"Africa"
"1805","Ukraine","2010",2970,70.8,"Europe"
"1806","United Arab Emirates","2010",33900,72.9,"Asia"
"1807","United Kingdom","2010",39400,80.4,"Europe"
"1808","Uruguay","2010",12000,76.4,"South America"
"1809","Uzbekistan","2010",1630,68.8,"Asia"
"1810","Vanuatu","2010",2970,64,"Oceania"
"1811","Venezuela","2010",13800,75.3,"South America"
"1812","Vietnam","2010",1320,73.5,"Asia"
"1813","Yemen","2010",1330,68,"Asia"
"1814","Zambia","2010",1490,56,"Africa"
"1815","Zimbabwe","2010",948,49.7,"Africa"
"1816","Afghanistan","2011",529,60.4,"Asia"
"1817","Albania","2011",4210,77.7,"Europe"
"1818","Algeria","2011",4520,76.5,"Africa"
"1819","Andorra","2011",41200,82.4,"Europe"
"1820","Angola","2011",3580,60.6,"Africa"
"1821","Antigua and Barbuda","2011",12600,76.7,"North America"
"1822","Argentina","2011",10900,75.9,"South America"
"1823","Armenia","2011",3370,74.3,"Europe"
"1824","Australia","2011",52600,82.1,"Oceania"
"1825","Austria","2011",48100,80.8,"Europe"
"1826","Azerbaijan","2011",5680,69.5,"Europe"
"1827","Bahamas","2011",28200,73.4,"North America"
"1828","Bahrain","2011",20500,78.5,"Asia"
"1829","Bangladesh","2011",822,70.3,"Asia"
"1830","Barbados","2011",15900,76.8,"North America"
"1831","Belarus","2011",6370,70.4,"Europe"
"1832","Belgium","2011",44300,80.2,"Europe"
"1833","Belize","2011",4250,73.8,"North America"
"1834","Benin","2011",1040,61.8,"Africa"
"1835","Bhutan","2011",2410,72.1,"Asia"
"1836","Bolivia","2011",2020,71.1,"South America"
"1837","Bosnia and Herzegovina","2011",4730,76.4,"Europe"
"1838","Botswana","2011",6730,61.6,"Africa"
"1839","Brazil","2011",11600,74.5,"South America"
"1840","Brunei","2011",36100,75,"Asia"
"1841","Bulgaria","2011",7010,74.1,"Europe"
"1842","Burundi","2011",236,58.6,"Africa"
"1843","Cambodia","2011",828,67.6,"Asia"
"1844","Cameroon","2011",1300,58.4,"Africa"
"1845","Canada","2011",48500,81.7,"North America"
"1846","Cape Verde","2011",3470,74.5,"Africa"
"1847","Central African Republic","2011",505,48.8,"Africa"
"1848","Chad","2011",864,56.9,"Africa"
"1849","Chile","2011",13500,79,"South America"
"1850","China","2011",4960,76,"Asia"
"1851","Colombia","2011",6710,78.9,"South America"
"1852","Comoros","2011",1340,66.3,"Africa"
"1853","Costa Rica","2011",8390,79.8,"North America"
"1854","Croatia","2011",13900,77,"Europe"
"1855","Cuba","2011",5890,78.8,"North America"
"1856","Cyprus","2011",30400,80.5,"Europe"
"1857","Denmark","2011",58600,79.8,"Europe"
"1858","Djibouti","2011",NA,64.3,"Africa"
"1859","Dominica","2011",6950,73.4,"North America"
"1860","Dominican Republic","2011",5660,73.9,"North America"
"1861","Ecuador","2011",4920,75,"South America"
"1862","Egypt","2011",2640,69.6,"Africa"
"1863","El Salvador","2011",3080,73.5,"North America"
"1864","Equatorial Guinea","2011",17600,62.3,"Africa"
"1865","Eritrea","2011",537,59.2,"Africa"
"1866","Estonia","2011",15900,76.2,"Europe"
"1867","Ethiopia","2011",369,64,"Africa"
"1868","Fiji","2011",3740,67.5,"Oceania"
"1869","Finland","2011",47400,80.5,"Europe"
"1870","France","2011",41300,81.6,"Europe"
"1871","Gabon","2011",9140,63.5,"Africa"
"1872","Gambia","2011",767,64,"Africa"
"1873","Georgia","2011",3500,72.9,"Europe"
"1874","Germany","2011",44000,80.5,"Europe"
"1875","Ghana","2011",1450,62.3,"Africa"
"1876","Greece","2011",24500,80.3,"Europe"
"1877","Grenada","2011",7270,74,"North America"
"1878","Guatemala","2011",2970,72.1,"North America"
"1879","Guinea","2011",695,57.9,"Africa"
"1880","Guinea-Bissau","2011",587,56.6,"Africa"
"1881","Guyana","2011",3180,67.4,"South America"
"1882","Haiti","2011",692,61.6,"North America"
"1883","Honduras","2011",1940,73.1,"North America"
"1884","Hungary","2011",13400,74.9,"Europe"
"1885","Iceland","2011",43700,82.6,"Europe"
"1886","India","2011",1410,66.9,"Asia"
"1887","Indonesia","2011",3270,70,"Asia"
"1888","Iran","2011",6700,75.4,"Asia"
"1889","Iraq","2011",4850,74.5,"Asia"
"1890","Ireland","2011",48700,80.8,"Europe"
"1891","Israel","2011",31600,81.9,"Asia"
"1892","Italy","2011",36200,82.1,"Europe"
"1893","Jamaica","2011",4760,75.7,"North America"
"1894","Japan","2011",44500,82.9,"Asia"
"1895","Jordan","2011",3590,78,"Asia"
"1896","Kazakhstan","2011",9600,68.9,"Asia"
"1897","Kenya","2011",983,62.1,"Africa"
"1898","Kiribati","2011",1510,61.1,"Oceania"
"1899","Kuwait","2011",39900,82,"Asia"
"1900","Latvia","2011",12300,73.8,"Europe"
"1901","Lebanon","2011",7450,77.3,"Asia"
"1902","Lesotho","2011",1190,48.5,"Africa"
"1903","Liberia","2011",538,61.8,"Africa"
"1904","Libya","2011",4540,56.3,"Africa"
"1905","Lithuania","2011",13000,73.7,"Europe"
"1906","Luxembourg","2011",105000,81,"Europe"
"1907","Madagascar","2011",466,61.9,"Africa"
"1908","Malawi","2011",488,56.1,"Africa"
"1909","Malaysia","2011",9370,74.9,"Asia"
"1910","Maldives","2011",7380,79.8,"Asia"
"1911","Mali","2011",711,59.9,"Africa"
"1912","Malta","2011",21300,80.7,"Europe"
"1913","Marshall Islands","2011",2850,63.2,"Oceania"
"1914","Mauritania","2011",1630,68.6,"Africa"
"1915","Mauritius","2011",8310,74.3,"Africa"
"1916","Mexico","2011",9480,75.5,"North America"
"1917","Moldova","2011",2580,70.9,"Europe"
"1918","Mongolia","2011",3040,66.7,"Asia"
"1919","Montenegro","2011",6890,76.1,"Europe"
"1920","Morocco","2011",2950,72.3,"Africa"
"1921","Mozambique","2011",492,52.5,"Africa"
"1922","Namibia","2011",5490,60.9,"Africa"
"1923","Nepal","2011",612,69.4,"Asia"
"1924","Netherlands","2011",51500,81,"Europe"
"1925","New Zealand","2011",34200,80.6,"Oceania"
"1926","Nicaragua","2011",1580,77.7,"North America"
"1927","Niger","2011",466,59.5,"Africa"
"1928","Nigeria","2011",2350,61.1,"Africa"
"1929","Norway","2011",87400,80.8,"Europe"
"1930","Oman","2011",17400,75,"Asia"
"1931","Pakistan","2011",993,64.7,"Asia"
"1932","Panama","2011",8840,78.3,"North America"
"1933","Papua New Guinea","2011",1930,56.6,"Oceania"
"1934","Paraguay","2011",4480,74.8,"South America"
"1935","Peru","2011",5360,78,"South America"
"1936","Philippines","2011",2260,69.3,"Asia"
"1937","Poland","2011",13200,76.7,"Europe"
"1938","Portugal","2011",22100,80.4,"Europe"
"1939","Qatar","2011",69700,78.5,"Asia"
"1940","Romania","2011",8420,74.5,"Europe"
"1941","Rwanda","2011",645,65.2,"Africa"
"1942","Samoa","2011",3690,72.5,"Oceania"
"1943","Sao Tome and Principe","2011",1120,69.3,"Africa"
"1944","Saudi Arabia","2011",20600,75,"Asia"
"1945","Senegal","2011",1260,66.3,"Africa"
"1946","Serbia","2011",5900,74.5,"Europe"
"1947","Seychelles","2011",12000,73.3,"Africa"
"1948","Sierra Leone","2011",418,56.1,"Africa"
"1949","Singapore","2011",49200,83.4,"Asia"
"1950","Slovenia","2011",23700,79.8,"Europe"
"1951","Solomon Islands","2011",1420,62,"Oceania"
"1952","South Africa","2011",7450,57.9,"Africa"
"1953","South Sudan","2011",1420,57.5,"Africa"
"1954","Spain","2011",30100,82.1,"Europe"
"1955","Sri Lanka","2011",3010,75.9,"Asia"
"1956","Sudan","2011",1590,68,"Africa"
"1957","Suriname","2011",8640,71.7,"South America"
"1958","Sweden","2011",54100,81.6,"Europe"
"1959","Switzerland","2011",75000,82.8,"Europe"
"1960","Tajikistan","2011",787,69.9,"Asia"
"1961","Tanzania","2011",777,61.8,"Africa"
"1962","Thailand","2011",5090,77.3,"Asia"
"1963","Togo","2011",553,60,"Africa"
"1964","Tonga","2011",3670,71.1,"Oceania"
"1965","Trinidad and Tobago","2011",16500,74.4,"North America"
"1966","Tunisia","2011",4020,77,"Africa"
"1967","Turkey","2011",11700,77.8,"Asia"
"1968","Turkmenistan","2011",5010,69.8,"Asia"
"1969","Uganda","2011",865,60.2,"Africa"
"1970","Ukraine","2011",3140,71.5,"Europe"
"1971","United Arab Emirates","2011",34600,72.9,"Asia"
"1972","United Kingdom","2011",39700,80.8,"Europe"
"1973","Uruguay","2011",12600,76.3,"South America"
"1974","Uzbekistan","2011",1710,69.1,"Asia"
"1975","Vanuatu","2011",2920,64.1,"Oceania"
"1976","Venezuela","2011",14200,75.3,"South America"
"1977","Vietnam","2011",1390,73.6,"Asia"
"1978","Yemen","2011",1130,68.1,"Asia"
"1979","Zambia","2011",1530,57.5,"Africa"
"1980","Zimbabwe","2011",1070,52.4,"Africa"
"1981","Afghanistan","2012",576,60.8,"Asia"
"1982","Albania","2012",4280,77.8,"Europe"
"1983","Algeria","2012",4590,76.8,"Africa"
"1984","Andorra","2012",39800,82.4,"Europe"
"1985","Angola","2012",3750,61.3,"Africa"
"1986","Antigua and Barbuda","2012",12900,76.7,"North America"
"1987","Argentina","2012",10600,76,"South America"
"1988","Armenia","2012",3600,74.7,"Europe"
"1989","Australia","2012",53700,82.5,"Oceania"
"1990","Austria","2012",48200,81,"Europe"
"1991","Azerbaijan","2012",5720,69.8,"Europe"
"1992","Bahamas","2012",28800,73.4,"North America"
"1993","Bahrain","2012",20900,78.7,"Asia"
"1994","Bangladesh","2012",866,71.1,"Asia"
"1995","Barbados","2012",15800,77.1,"North America"
"1996","Belarus","2012",6480,72.2,"Europe"
"1997","Belgium","2012",44400,80.3,"Europe"
"1998","Belize","2012",4250,74,"North America"
"1999","Benin","2012",1060,62.2,"Africa"
"2000","Bhutan","2012",2500,72.5,"Asia"
"2001","Bolivia","2012",2090,71.4,"South America"
"2002","Bosnia and Herzegovina","2012",4770,76.6,"Europe"
"2003","Botswana","2012",6940,63.2,"Africa"
"2004","Brazil","2012",11700,74.9,"South America"
"2005","Brunei","2012",36000,75,"Asia"
"2006","Bulgaria","2012",7080,74.5,"Europe"
"2007","Burundi","2012",239,59.3,"Africa"
"2008","Cambodia","2012",874,68.2,"Asia"
"2009","Cameroon","2012",1330,59.2,"Africa"
"2010","Canada","2012",48800,81.7,"North America"
"2011","Cape Verde","2012",3460,74.7,"Africa"
"2012","Central African Republic","2012",529,49.6,"Africa"
"2013","Chad","2012",909,57.5,"Africa"
"2014","Chile","2012",14000,79.3,"South America"
"2015","China","2012",5330,76.2,"Asia"
"2016","Colombia","2012",6910,79.3,"South America"
"2017","Comoros","2012",1350,66.9,"Africa"
"2018","Costa Rica","2012",8690,80,"North America"
"2019","Croatia","2012",13700,77.3,"Europe"
"2020","Cuba","2012",6050,78.6,"North America"
"2021","Cyprus","2012",28900,80.9,"Europe"
"2022","Denmark","2012",58500,80.1,"Europe"
"2023","Djibouti","2012",NA,64.8,"Africa"
"2024","Dominica","2012",6870,73.2,"North America"
"2025","Dominican Republic","2012",5750,73.6,"North America"
"2026","Ecuador","2012",5120,75.4,"South America"
"2027","Egypt","2012",2630,69.8,"Africa"
"2028","El Salvador","2012",3160,72.8,"North America"
"2029","Equatorial Guinea","2012",18300,62.6,"Africa"
"2030","Eritrea","2012",NA,59.8,"Africa"
"2031","Estonia","2012",16500,76.4,"Europe"
"2032","Ethiopia","2012",390,65,"Africa"
"2033","Fiji","2012",3780,67.6,"Oceania"
"2034","Finland","2012",46500,80.7,"Europe"
"2035","France","2012",41300,81.8,"Europe"
"2036","Gabon","2012",9260,64.3,"Africa"
"2037","Gambia","2012",783,64.3,"Africa"
"2038","Georgia","2012",3750,72.9,"Europe"
"2039","Germany","2012",44100,80.7,"Europe"
"2040","Ghana","2012",1540,63,"Africa"
"2041","Greece","2012",22800,80.3,"Europe"
"2042","Grenada","2012",7150,74.2,"North America"
"2043","Guatemala","2012",3000,72.5,"North America"
"2044","Guinea","2012",720,58.3,"Africa"
"2045","Guinea-Bissau","2012",562,57.1,"Africa"
"2046","Guyana","2012",3330,67.3,"South America"
"2047","Haiti","2012",701,62.5,"North America"
"2048","Honduras","2012",1980,71.7,"North America"
"2049","Hungary","2012",13300,75.2,"Europe"
"2050","Iceland","2012",44000,82.6,"Europe"
"2051","India","2012",1470,67.3,"Asia"
"2052","Indonesia","2012",3420,70.3,"Asia"
"2053","Iran","2012",6120,75.7,"Asia"
"2054","Iraq","2012",5320,75.3,"Asia"
"2055","Ireland","2012",48600,80.8,"Europe"
"2056","Israel","2012",31700,82.2,"Asia"
"2057","Italy","2012",35000,82.2,"Europe"
"2058","Jamaica","2012",4700,75.3,"North America"
"2059","Japan","2012",45300,83.4,"Asia"
"2060","Jordan","2012",3490,78.4,"Asia"
"2061","Kazakhstan","2012",9920,69.5,"Asia"
"2062","Kenya","2012",1000,62.9,"Africa"
"2063","Kiribati","2012",1560,61.3,"Oceania"
"2064","Kuwait","2012",40300,82.2,"Asia"
"2065","Latvia","2012",13000,74.2,"Europe"
"2066","Lebanon","2012",7180,77.5,"Asia"
"2067","Lesotho","2012",1270,48.9,"Africa"
"2068","Liberia","2012",565,62.3,"Africa"
"2069","Libya","2012",10100,73.4,"Africa"
"2070","Lithuania","2012",13600,74,"Europe"
"2071","Luxembourg","2012",102000,81.1,"Europe"
"2072","Madagascar","2012",467,62.1,"Africa"
"2073","Malawi","2012",483,58,"Africa"
"2074","Malaysia","2012",9740,74.9,"Asia"
"2075","Maldives","2012",7250,80.4,"Asia"
"2076","Mali","2012",685,60.2,"Africa"
"2077","Malta","2012",21700,80.9,"Europe"
"2078","Marshall Islands","2012",2770,63.5,"Oceania"
"2079","Mauritania","2012",1650,69,"Africa"
"2080","Mauritius","2012",8580,74.2,"Africa"
"2081","Mexico","2012",9690,75.6,"North America"
"2082","Moldova","2012",2570,71.5,"Europe"
"2083","Mongolia","2012",3350,67.2,"Asia"
"2084","Montenegro","2012",6700,76.2,"Europe"
"2085","Morocco","2012",3000,72.6,"Africa"
"2086","Mozambique","2012",514,52.9,"Africa"
"2087","Namibia","2012",5670,62.6,"Africa"
"2088","Nepal","2012",643,69.6,"Asia"
"2089","Netherlands","2012",50800,81,"Europe"
"2090","New Zealand","2012",34800,81,"Oceania"
"2091","Nicaragua","2012",1660,77.7,"North America"
"2092","Niger","2012",496,60,"Africa"
"2093","Nigeria","2012",2380,61.7,"Africa"
"2094","Norway","2012",88600,81.5,"Europe"
"2095","Oman","2012",17600,75.4,"Asia"
"2096","Pakistan","2012",1010,65,"Asia"
"2097","Panama","2012",9540,78.3,"North America"
"2098","Papua New Guinea","2012",1980,56.8,"Oceania"
"2099","Paraguay","2012",4390,75.1,"South America"
"2100","Peru","2012",5640,78.4,"South America"
"2101","Philippines","2012",2380,69.3,"Asia"
"2102","Poland","2012",13400,76.8,"Europe"
"2103","Portugal","2012",21300,80.6,"Europe"
"2104","Qatar","2012",67600,78.9,"Asia"
"2105","Romania","2012",8630,74.6,"Europe"
"2106","Rwanda","2012",683,66,"Africa"
"2107","Samoa","2012",3500,72.3,"Oceania"
"2108","Sao Tome and Principe","2012",1130,69.3,"Africa"
"2109","Saudi Arabia","2012",21000,75.3,"Asia"
"2110","Senegal","2012",1290,66.6,"Africa"
"2111","Serbia","2012",5890,74.7,"Europe"
"2112","Seychelles","2012",12000,73.4,"Africa"
"2113","Sierra Leone","2012",470,56.9,"Africa"
"2114","Singapore","2012",50100,83.6,"Asia"
"2115","Slovenia","2012",23000,79.9,"Europe"
"2116","Solomon Islands","2012",1450,62.2,"Oceania"
"2117","South Africa","2012",7500,59.5,"Africa"
"2118","South Sudan","2012",742,58.2,"Africa"
"2119","Spain","2012",29200,82.3,"Europe"
"2120","Sri Lanka","2012",3290,76.1,"Asia"
"2121","Sudan","2012",1750,68.4,"Africa"
"2122","Suriname","2012",8770,72,"South America"
"2123","Sweden","2012",53400,81.8,"Europe"
"2124","Switzerland","2012",75000,82.9,"Europe"
"2125","Tajikistan","2012",827,70.1,"Asia"
"2126","Tanzania","2012",788,62.8,"Africa"
"2127","Thailand","2012",5440,77.7,"Asia"
"2128","Togo","2012",574,60.7,"Africa"
"2129","Tonga","2012",3730,71.2,"Oceania"
"2130","Trinidad and Tobago","2012",16600,74.6,"North America"
"2131","Tunisia","2012",4140,77.4,"Africa"
"2132","Turkey","2012",12000,78,"Asia"
"2133","Turkmenistan","2012",5460,69.9,"Asia"
"2134","Uganda","2012",870,61.4,"Africa"
"2135","Ukraine","2012",3150,71.6,"Europe"
"2136","United Arab Emirates","2012",35400,72.9,"Asia"
"2137","United Kingdom","2012",40000,80.9,"Europe"
"2138","Uruguay","2012",13000,76.3,"South America"
"2139","Uzbekistan","2012",1810,69.3,"Asia"
"2140","Vanuatu","2012",2890,64.2,"Oceania"
"2141","Venezuela","2012",14700,75.2,"South America"
"2142","Vietnam","2012",1440,73.8,"Asia"
"2143","Yemen","2012",1130,68.3,"Asia"
"2144","Zambia","2012",1590,58.8,"Africa"
"2145","Zimbabwe","2012",1220,54.9,"Africa"
"2146","Afghanistan","2013",588,61.3,"Asia"
"2147","Albania","2013",4330,77.9,"Europe"
"2148","Algeria","2013",4620,76.9,"Africa"
"2149","Andorra","2013",39100,82.5,"Europe"
"2150","Angola","2013",3800,61.9,"Africa"
"2151","Antigua and Barbuda","2013",12600,76.8,"North America"
"2152","Argentina","2013",10800,76.1,"South America"
"2153","Armenia","2013",3710,75.2,"Europe"
"2154","Australia","2013",54100,82.6,"Oceania"
"2155","Austria","2013",47900,81.2,"Europe"
"2156","Azerbaijan","2013",5980,70.1,"Europe"
"2157","Bahamas","2013",27700,73.5,"North America"
"2158","Bahrain","2013",21800,78.9,"Asia"
"2159","Bangladesh","2013",907,71.7,"Asia"
"2160","Barbados","2013",15500,77.1,"North America"
"2161","Belarus","2013",6540,72.6,"Europe"
"2162","Belgium","2013",44400,80.5,"Europe"
"2163","Belize","2013",4210,74.1,"North America"
"2164","Benin","2013",1100,62.6,"Africa"
"2165","Bhutan","2013",2530,72.8,"Asia"
"2166","Bolivia","2013",2200,71.7,"South America"
"2167","Bosnia and Herzegovina","2013",4970,76.5,"Europe"
"2168","Botswana","2013",7650,64.5,"Africa"
"2169","Brazil","2013",12000,75.1,"South America"
"2170","Brunei","2013",34700,75,"Asia"
"2171","Bulgaria","2013",7140,74.8,"Europe"
"2172","Burundi","2013",243,59.9,"Africa"
"2173","Cambodia","2013",923,68.6,"Asia"
"2174","Cameroon","2013",1360,59.9,"Africa"
"2175","Canada","2013",49400,81.9,"North America"
"2176","Cape Verde","2013",3450,75,"Africa"
"2177","Central African Republic","2013",335,48.5,"Africa"
"2178","Chad","2013",929,58.1,"Africa"
"2179","Chile","2013",14500,79.3,"South America"
"2180","China","2013",5710,76.5,"Asia"
"2181","Colombia","2013",7200,79.6,"South America"
"2182","Comoros","2013",1370,67.3,"Africa"
"2183","Costa Rica","2013",8790,80.1,"North America"
"2184","Croatia","2013",13600,77.8,"Europe"
"2185","Cuba","2013",6200,78.6,"North America"
"2186","Cyprus","2013",27000,81.1,"Europe"
"2187","Denmark","2013",58800,80.4,"Europe"
"2188","Djibouti","2013",NA,65.3,"Africa"
"2189","Dominica","2013",6800,73,"North America"
"2190","Dominican Republic","2013",5960,73.2,"North America"
"2191","Ecuador","2013",5300,75.9,"South America"
"2192","Egypt","2013",2630,70.2,"Africa"
"2193","El Salvador","2013",3210,72.7,"North America"
"2194","Equatorial Guinea","2013",16800,63.4,"Africa"
"2195","Eritrea","2013",NA,60.4,"Africa"
"2196","Estonia","2013",16800,77,"Europe"
"2197","Ethiopia","2013",419,65.8,"Africa"
"2198","Fiji","2013",3960,67.7,"Oceania"
"2199","Finland","2013",45900,80.9,"Europe"
"2200","France","2013",41300,82.1,"Europe"
"2201","Gabon","2013",9420,65.3,"Africa"
"2202","Gambia","2013",782,64.5,"Africa"
"2203","Georgia","2013",3900,73.1,"Europe"
"2204","Germany","2013",44100,80.6,"Europe"
"2205","Ghana","2013",1620,63.6,"Africa"
"2206","Greece","2013",22300,80.8,"Europe"
"2207","Grenada","2013",7270,74.1,"North America"
"2208","Guatemala","2013",3060,72.8,"North America"
"2209","Guinea","2013",732,58.6,"Africa"
"2210","Guinea-Bissau","2013",565,57.6,"Africa"
"2211","Guyana","2013",3480,67.8,"South America"
"2212","Haiti","2013",721,63.1,"North America"
"2213","Honduras","2013",2000,72.1,"North America"
"2214","Hungary","2013",13600,75.7,"Europe"
"2215","Iceland","2013",45400,82.7,"Europe"
"2216","India","2013",1540,67.7,"Asia"
"2217","Indonesia","2013",3560,70.5,"Asia"
"2218","Iran","2013",6040,75.9,"Asia"
"2219","Iraq","2013",5510,75.2,"Asia"
"2220","Ireland","2013",49000,81.1,"Europe"
"2221","Israel","2013",32400,82.4,"Asia"
"2222","Italy","2013",34000,82.5,"Europe"
"2223","Jamaica","2013",4700,74.7,"North America"
"2224","Japan","2013",46200,83.6,"Asia"
"2225","Jordan","2013",3410,78.7,"Asia"
"2226","Kazakhstan","2013",10400,70.3,"Asia"
"2227","Kenya","2013",1030,63.5,"Africa"
"2228","Kiribati","2013",1600,61.5,"Oceania"
"2229","Kuwait","2013",38700,82.5,"Asia"
"2230","Latvia","2013",13400,74.2,"Europe"
"2231","Lebanon","2013",6980,77.5,"Asia"
"2232","Lesotho","2013",1310,49.4,"Africa"
"2233","Liberia","2013",597,62.8,"Africa"
"2234","Libya","2013",8650,73.6,"Africa"
"2235","Lithuania","2013",14300,74,"Europe"
"2236","Luxembourg","2013",104000,81.3,"Europe"
"2237","Madagascar","2013",465,62.4,"Africa"
"2238","Malawi","2013",494,59.6,"Africa"
"2239","Malaysia","2013",10100,75,"Asia"
"2240","Maldives","2013",7440,80.8,"Asia"
"2241","Mali","2013",680,60.3,"Africa"
"2242","Malta","2013",22400,81.1,"Europe"
"2243","Marshall Islands","2013",2860,63.7,"Oceania"
"2244","Mauritania","2013",1670,69.3,"Africa"
"2245","Mauritius","2013",8850,74.5,"Africa"
"2246","Mexico","2013",9690,75.7,"North America"
"2247","Moldova","2013",2800,72.1,"Europe"
"2248","Mongolia","2013",3670,67.8,"Asia"
"2249","Montenegro","2013",6930,76.2,"Europe"
"2250","Morocco","2013",3090,72.9,"Africa"
"2251","Mozambique","2013",535,53.8,"Africa"
"2252","Namibia","2013",5880,63.9,"Africa"
"2253","Nepal","2013",671,69.9,"Asia"
"2254","Netherlands","2013",50600,81.3,"Europe"
"2255","New Zealand","2013",35400,81.3,"Oceania"
"2256","Nicaragua","2013",1720,77.6,"North America"
"2257","Niger","2013",503,60.5,"Africa"
"2258","Nigeria","2013",2480,62.4,"Africa"
"2259","Norway","2013",88400,81.5,"Europe"
"2260","Oman","2013",17100,76,"Asia"
"2261","Pakistan","2013",1030,65.3,"Asia"
"2262","Panama","2013",10000,78.4,"North America"
