"","year","id","ballot","age","childs","sibs","degree","race","sex","region","income16","relig","marital","padeg","madeg","partyid","polviews","happy","partners","grass","zodiac","pres12","wtssall","income_rc","agegrp","ageq","siblings","kids","religion","bigregion","partners_rc","obama"
"2619",2016,2619,2,52,2,7,"Junior College","White","Female","W. Sou. Central","$10000 to 12499","None","Widowed",,"High School","Other Party","Moderate","Not Too Happy","No Partners","Legal","Libra",NA,0.478496755745219,"Gt $10000","Age 45-55","Age 49-62","6+","2","None","South","0",NA
"2620",2016,2620,1,29,2,0,"High School","White","Female","W. Sou. Central","$17500 to 19999","Protestant","Divorced","High School","High School","Independent","Liberal","Pretty Happy",,NA,"Pisces",NA,0.478496755745219,"Gt $15000","Age 18-35","Age 18-34","0","2","Protestant","South",NA,NA
"2621",2016,2621,3,54,2,3,"Junior College","White","Female","W. Sou. Central","$20000 to 22499","Protestant","Divorced","Lt High School","Lt High School","Not Str Republican","Slightly Conservative","Not Too Happy","4 Partners","Legal","Aquarius",1,0.478496755745219,"Gt $20000","Age 45-55","Age 49-62","3","2","Protestant","South","4+",1
"2622",2016,2622,1,62,1,5,"Bachelor","White","Female","W. Sou. Central","$40000 to 49999","Protestant","Married","Bachelor","High School","Strong Republican","Slightly Conservative","Very Happy",,NA,"Gemini",2,0.956993511490439,"Gt $40000","Age 55-65","Age 49-62","5","1","Protestant","South",NA,0
"2623",2016,2623,3,29,0,2,"High School","White","Male","W. Sou. Central","$25000 to 29999","Protestant","Never Married","Junior College","High School","Strong Republican","Moderate","Pretty Happy","3 Partners","Legal","Pisces",1,0.478496755745219,"Gt $25000","Age 18-35","Age 18-34","2","0","Protestant","South","3",1
"2624",2016,2624,1,37,1,1,"High School","White","Male","W. Sou. Central","$75000 to $89999","Protestant","Married","High School","Junior College","Not Str Democrat","Conservative","Pretty Happy",,NA,"Leo",NA,0.956993511490439,"Gt $75000","Age 35-45","Age 34-49","1","1","Protestant","South",NA,NA
"2625",2016,2625,2,29,2,5,"Bachelor","White","Male","W. Nor. Central","$25000 to 29999","Protestant","Married","High School",,"Not Str Republican","Moderate","Pretty Happy","1 Partner","Legal","Sagittarius",NA,0.956993511490439,"Gt $25000","Age 18-35","Age 18-34","5","2","Protestant","Midwest","1",NA
"2626",2016,2626,1,30,0,1,"Junior College","White","Female","W. Nor. Central","$60000 to 74999","Protestant","Never Married","High School","High School","Ind,near Rep","Liberal","Very Happy",,NA,"Aries",1,1.56436336297524,"Gt $60000","Age 18-35","Age 18-34","1","0","Protestant","Midwest",NA,1
"2627",2016,2627,2,57,2,2,"Junior College","White","Female","W. Nor. Central","$60000 to 74999","None","Married",,"Bachelor","Ind,near Rep","Moderate","Pretty Happy","5-10 Partners","Legal","Aries",1,1.56436336297524,"Gt $60000","Age 55-65","Age 49-62","2","2","None","Midwest","4+",1
"2628",2016,2628,1,30,0,2,"Graduate","White","Male","W. Nor. Central","$75000 to $89999","None","Never Married","High School","Junior College","Independent","Slightly Liberal","Pretty Happy",,NA,"Aries",NA,0.478496755745219,"Gt $75000","Age 18-35","Age 18-34","2","0","None","Midwest",NA,NA
"2629",2016,2629,3,75,1,3,"Lt High School","White","Female","W. Nor. Central","$170000 or over","Protestant","Married",,"High School","Ind,near Dem","Moderate","Very Happy","1 Partner",NA,"Pisces",NA,0.956993511490439,"Gt $170000","Age 65+","Age 62+","3","1","Protestant","Midwest","1",NA
"2630",2016,2630,1,45,4,3,"Graduate","White","Female","W. Nor. Central","$30000 to 34999","None","Divorced","Lt High School","Lt High School","Strong Democrat","Liberal","Pretty Happy",,NA,"Leo",1,0.478496755745219,"Gt $30000","Age 35-45","Age 34-49","3","4+","None","Midwest",NA,1
"2631",2016,2631,3,54,1,4,"Bachelor","Other","Female","W. Nor. Central","$35000 to 39999","Protestant","Divorced","Lt High School","High School","Independent","Moderate","Pretty Happy","No Partners","Not Legal","Pisces",,0.478496755745219,"Gt $35000","Age 45-55","Age 49-62","4","1","Protestant","Midwest","0",NA
"2632",2016,2632,2,36,0,2,"Bachelor","Other","Male","W. Nor. Central","$150000 to $169999","Catholic","Never Married","Bachelor","Bachelor","Independent","Slightly Liberal","Pretty Happy","4 Partners","Legal","Virgo",1,2.34654504446286,"Gt $150000","Age 35-45","Age 34-49","2","0","Catholic","Midwest","4+",1
"2633",2016,2633,1,62,1,3,"Graduate","Black","Male","W. Nor. Central","$75000 to $89999","Protestant","Married","Lt High School","High School","Strong Democrat","Slightly Liberal","Very Happy",,NA,"Aquarius",1,0.478496755745219,"Gt $75000","Age 55-65","Age 49-62","3","1","Protestant","Midwest",NA,1
"2634",2016,2634,3,27,0,0,"Bachelor","White","Male","W. Nor. Central","$75000 to $89999","Catholic","Married","Bachelor","Junior College","Not Str Republican","Slightly Conservative","Pretty Happy","1 Partner","Legal","Sagittarius",,0.478496755745219,"Gt $75000","Age 18-35","Age 18-34","0","0","Catholic","Midwest","1",NA
"2635",2016,2635,2,57,2,2,"High School","White","Female","W. Nor. Central","$12500 to 14999","None","Divorced",,"Bachelor","Independent","Moderate","Pretty Happy","2 Partners","Legal","Pisces",1,0.478496755745219,"Gt $10000","Age 55-65","Age 49-62","2","2","None","Midwest","2",1
"2636",2016,2636,3,22,0,2,"High School","Other","Male","W. Nor. Central","$20000 to 22499","Catholic","Never Married","Graduate","High School","Independent","Moderate","Pretty Happy","5-10 Partners","Legal","Aquarius",,0.478496755745219,"Gt $20000","Age 18-35","Age 18-34","2","0","Catholic","Midwest","4+",NA
"2637",2016,2637,2,27,0,2,"Junior College","White","Female","W. Nor. Central","$60000 to 74999","None","Married","Bachelor","Bachelor","Independent","Moderate","Very Happy","1 Partner","Legal","Taurus",,0.956993511490439,"Gt $60000","Age 18-35","Age 18-34","2","0","None","Midwest","1",NA
"2638",2016,2638,1,46,3,3,"High School","White","Male","W. Nor. Central","$60000 to 74999","Protestant","Divorced","Lt High School","High School","Strong Republican","Conservative","Pretty Happy",,NA,"Taurus",2,1.56436336297524,"Gt $60000","Age 45-55","Age 34-49","3","3","Protestant","Midwest",NA,0
"2639",2016,2639,3,37,2,1,"High School","White","Female","W. Nor. Central","$25000 to 29999","None","Married",,"High School","Independent","Moderate","Pretty Happy","1 Partner","Legal","Gemini",NA,1.56436336297524,"Gt $25000","Age 35-45","Age 34-49","1","2","None","Midwest","1",NA
"2640",2016,2640,2,33,2,5,"Junior College","White","Male","W. Nor. Central","$90000 to $109999","None","Married","High School","High School","Strong Republican","Conservative","Very Happy","1 Partner",,"Libra",NA,0.956993511490439,"Gt $90000","Age 18-35","Age 18-34","5","2","None","Midwest","1",NA
"2641",2016,2641,2,71,3,6,"High School","White","Female","W. Nor. Central","$22500 to 24999","Protestant","Widowed","Lt High School","Lt High School","Ind,near Rep","Conservative","Pretty Happy",,"Legal","Scorpio",2,0.782181681487619,"Gt $20000","Age 65+","Age 62+","6+","3","Protestant","Midwest",NA,0
"2642",2016,2642,2,29,0,0,"Bachelor","White","Female","W. Nor. Central","$170000 or over","Protestant","Divorced","Graduate","Graduate","Strong Republican","Slightly Liberal","Not Too Happy","No Partners","Legal","Gemini",1,2.34654504446286,"Gt $170000","Age 18-35","Age 18-34","0","0","Protestant","Midwest","0",1
"2643",2016,2643,2,29,0,3,"High School","Black","Female","W. Nor. Central","$30000 to 34999","Protestant","Never Married",,"High School","Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Legal","Pisces",NA,1.56436336297524,"Gt $30000","Age 18-35","Age 18-34","3","0","Protestant","Midwest","1",NA
"2644",2016,2644,3,52,3,6,"Lt High School","White","Female","W. Nor. Central","$17500 to 19999","None","Never Married","Lt High School","High School","Other Party","Extremely Conservative","Not Too Happy",,NA,"Virgo",NA,1.56436336297524,"Gt $15000","Age 45-55","Age 49-62","6+","3","None","Midwest",NA,NA
"2645",2016,2645,2,53,2,2,"High School","White","Female","W. Nor. Central","$75000 to $89999","None","Married","High School","High School","Not Str Republican","Slightly Conservative","Pretty Happy","1 Partner",,"Scorpio",NA,0.956993511490439,"Gt $75000","Age 45-55","Age 49-62","2","2","None","Midwest","1",NA
"2646",2016,2646,3,41,3,4,"High School","White","Female","W. Nor. Central","$17500 to 19999","None","Divorced","High School","High School","Ind,near Rep","Moderate","Not Too Happy","3 Partners","Legal","Libra",,1.56436336297524,"Gt $15000","Age 35-45","Age 34-49","4","3","None","Midwest","3",NA
"2647",2016,2647,2,57,1,1,"High School","White","Female","W. Nor. Central",,"Protestant","Widowed","High School","High School","Not Str Republican","Conservative","Pretty Happy","2 Partners","Legal","Leo",NA,0.478496755745219,NA,"Age 55-65","Age 49-62","1","1","Protestant","Midwest","2",NA
"2648",2016,2648,1,31,4,1,"Junior College","White","Female","W. Nor. Central","$60000 to 74999","None","Married",,"High School","Ind,near Rep","Moderate","Very Happy",NA,NA,"Aries",1,0.956993511490439,"Gt $60000","Age 18-35","Age 18-34","1","4+","None","Midwest",NA,1
"2649",2016,2649,1,60,2,4,"High School","White","Male","W. Nor. Central","$50000 to 59999","None","Married","High School","High School","Strong Democrat","Liberal","Pretty Happy",,NA,"Aries",1,0.478496755745219,"Gt $50000","Age 55-65","Age 49-62","4","2","None","Midwest",NA,1
"2650",2016,2650,3,73,2,2,"High School","White","Male","W. Nor. Central",,"Catholic","Married","High School","High School","Ind,near Rep","Moderate","Very Happy","No Partners","Not Legal","Scorpio",3,0.956993511490439,NA,"Age 65+","Age 62+","2","2","Catholic","Midwest","0",0
"2651",2016,2651,2,23,0,6,"High School","White","Female","W. Nor. Central","$10000 to 12499","None","Never Married","Graduate","High School","Independent","Moderate","Not Too Happy","3 Partners","Legal","Sagittarius",,0.478496755745219,"Gt $10000","Age 18-35","Age 18-34","6+","0","None","Midwest","3",NA
"2652",2016,2652,1,36,4,7,"High School","White","Female","W. Nor. Central","$25000 to 29999","Catholic","Divorced","High School","Junior College","Independent","Moderate","Pretty Happy",,NA,"Pisces",NA,0.478496755745219,"Gt $25000","Age 35-45","Age 34-49","6+","4+","Catholic","Midwest",NA,NA
"2653",2016,2653,3,82,3,5,"High School","White","Female","W. Nor. Central","$35000 to 39999","Protestant","Married","Lt High School","Lt High School","Strong Republican","Conservative","Very Happy",,"Not Legal","Aries",2,1.56436336297524,"Gt $35000","Age 65+","Age 62+","5","3","Protestant","Midwest",NA,0
"2654",2016,2654,2,54,3,4,"Junior College","White","Male","W. Nor. Central","$22500 to 24999","Catholic","Married","High School","High School","Independent","Conservative","Pretty Happy",,NA,"Capricorn",2,0.956993511490439,"Gt $20000","Age 45-55","Age 49-62","4","3","Catholic","Midwest",NA,0
"2655",2016,2655,1,61,3,1,"Bachelor","White","Female","W. Nor. Central","$40000 to 49999","Protestant","Married","High School","Graduate","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Scorpio",3,1.43549026723566,"Gt $40000","Age 55-65","Age 49-62","1","3","Protestant","Midwest",NA,0
"2656",2016,2656,3,58,3,2,"High School","White","Male","W. Nor. Central","$50000 to 59999","Protestant","Married","High School","High School","Other Party","Moderate","Pretty Happy","2 Partners","Legal","Libra",1,0.956993511490439,"Gt $50000","Age 55-65","Age 49-62","2","3","Protestant","Midwest","2",1
"2657",2016,2657,2,63,2,5,"High School","Other","Male","W. Nor. Central","$40000 to 49999","Catholic","Married","Lt High School","Lt High School","Independent","Moderate","Very Happy","1 Partner","Not Legal","Sagittarius",,0.956993511490439,"Gt $40000","Age 55-65","Age 62+","5","2","Catholic","Midwest","1",NA
"2658",2016,2658,3,83,3,5,"Lt High School","White","Female","W. Nor. Central","$40000 to 49999","Protestant","Widowed","Lt High School","Lt High School","Strong Republican","Conservative","Not Too Happy",,"Not Legal","Pisces",2,0.782181681487619,"Gt $40000","Age 65+","Age 62+","5","3","Protestant","Midwest",NA,0
"2659",2016,2659,2,80,1,5,"Junior College","White","Female","W. Nor. Central","$25000 to 29999","None","Divorced","Lt High School","Lt High School","Strong Republican","Extremely Liberal","Very Happy",,"Not Legal","Aries",2,0.478496755745219,"Gt $25000","Age 65+","Age 62+","5","1","None","Midwest",NA,0
"2660",2016,2660,2,41,2,2,"Bachelor","White","Female","W. Nor. Central","$40000 to 49999","None","Married","Junior College","Bachelor","Not Str Democrat","Slightly Conservative","Pretty Happy","1 Partner","Legal","Pisces",1,1.56436336297524,"Gt $40000","Age 35-45","Age 34-49","2","2","None","Midwest","1",1
"2661",2016,2661,2,79,7,4,"High School","White","Male","W. Nor. Central","$170000 or over","Catholic","Married",,"Lt High School","Not Str Republican","Conservative","Pretty Happy","No Partners","Not Legal","Leo",2,0.956993511490439,"Gt $170000","Age 65+","Age 62+","4","4+","Catholic","Midwest","0",0
"2662",2016,2662,2,46,3,11,"High School","Other","Female","W. Nor. Central","$50000 to 59999","Protestant","Divorced","High School",,"Not Str Democrat","Slightly Liberal","Pretty Happy","1 Partner","Legal","Taurus",NA,0.956993511490439,"Gt $50000","Age 45-55","Age 34-49","6+","3","Protestant","Midwest","1",NA
"2663",2016,2663,2,77,4,6,"High School","White","Male","W. Nor. Central","$75000 to $89999","Catholic","Married","Lt High School","Lt High School","Not Str Democrat","Slightly Conservative","Very Happy","1 Partner","Not Legal","Aquarius",1,0.956993511490439,"Gt $75000","Age 65+","Age 62+","6+","4+","Catholic","Midwest","1",1
"2664",2016,2664,1,66,0,2,"High School","White","Female","W. Nor. Central","$20000 to 22499","None","Divorced","High School","High School","Independent","Moderate","Pretty Happy",,NA,"Cancer",NA,0.478496755745219,"Gt $20000","Age 65+","Age 62+","2","0","None","Midwest",NA,NA
"2665",2016,2665,1,77,3,2,"High School","White","Female","W. Nor. Central","$22500 to 24999","Catholic","Widowed","High School","High School","Not Str Democrat","Conservative","Pretty Happy",,NA,"Libra",NA,0.478496755745219,"Gt $20000","Age 65+","Age 62+","2","3","Catholic","Midwest",NA,NA
"2666",2016,2666,3,57,8,13,"High School","Other","Female","W. Nor. Central","$8 000 to 9 999","Catholic","Divorced",,"Lt High School","Not Str Democrat","Moderate","Not Too Happy","1 Partner","Legal","Aquarius",NA,0.478496755745219,"Gt $0","Age 55-65","Age 49-62","6+","4+","Catholic","Midwest","1",NA
"2667",2016,2667,2,26,0,1,"Bachelor","White","Female","W. Nor. Central","$75000 to $89999","Protestant","Married","High School",,"Not Str Republican","Moderate","Very Happy","1 Partner","Not Legal","Gemini",NA,0.956993511490439,"Gt $75000","Age 18-35","Age 18-34","1","0","Protestant","Midwest","1",NA
"2668",2016,2668,1,48,6,1,"Lt High School","Other","Female","W. Nor. Central","$8 000 to 9 999","Protestant","Divorced","High School","Lt High School","Ind,near Dem","Moderate","Very Happy",,NA,"Pisces",1,1.43549026723566,"Gt $0","Age 45-55","Age 34-49","1","4+","Protestant","Midwest",NA,1
"2669",2016,2669,1,51,5,4,"Graduate","Other","Female","W. Nor. Central","$110000 to $129999","Native American","Married","Graduate","Graduate","Not Str Democrat","Moderate","Pretty Happy",,NA,"Sagittarius",1,0.956993511490439,"Gt $110000","Age 45-55","Age 49-62","4","4+","Other","Midwest",NA,1
"2670",2016,2670,3,42,2,1,"High School","White","Male","W. Nor. Central","$90000 to $109999","Catholic","Married","High School","High School","Not Str Republican","Moderate","Very Happy","1 Partner","Not Legal","Cancer",,0.956993511490439,"Gt $90000","Age 35-45","Age 34-49","1","2","Catholic","Midwest","1",NA
"2671",2016,2671,2,22,0,5,"High School","White","Female","W. Nor. Central","$40000 to 49999","Catholic","Never Married","High School","Bachelor","Ind,near Rep","Moderate","Pretty Happy","2 Partners","Legal","Libra",,0.478496755745219,"Gt $40000","Age 18-35","Age 18-34","5","0","Catholic","Midwest","2",NA
"2672",2016,2672,3,49,2,3,"Bachelor","White","Male","W. Nor. Central","$90000 to $109999","Protestant","Married","High School","High School","Strong Republican","Conservative","Very Happy","1 Partner","Not Legal","Scorpio",2,0.956993511490439,"Gt $90000","Age 45-55","Age 34-49","3","2","Protestant","Midwest","1",0
"2673",2016,2673,2,29,4,2,"Lt High School","Other","Female","W. Nor. Central","$1 000 to 2 999","Protestant","Never Married",,"High School","Not Str Democrat","Slightly Liberal","Not Too Happy","1 Partner","Not Legal","Virgo",1,0.478496755745219,"Gt $0","Age 18-35","Age 18-34","2","4+","Protestant","Midwest","1",1
"2674",2016,2674,1,70,7,17,"Lt High School","Other","Female","W. Nor. Central","$3 000 to 3 999","Catholic","Divorced",,"High School","Strong Democrat","Slightly Liberal","Pretty Happy",NA,NA,"Gemini",1,0.956993511490439,"Gt $0","Age 65+","Age 62+","6+","4+","Catholic","Midwest",NA,1
"2675",2016,2675,3,42,2,3,"Graduate","Other","Female","W. Nor. Central","$90000 to $109999","Native American","Married","Junior College","High School","Not Str Democrat","Slightly Liberal","Pretty Happy","1 Partner","Not Legal","Sagittarius",1,0.956993511490439,"Gt $90000","Age 35-45","Age 34-49","3","2","Other","Midwest","1",1
"2676",2016,2676,2,54,6,7,"Lt High School","Other","Female","W. Nor. Central","$5 000 to 5 999","Native American","Divorced","High School","High School","Strong Democrat","Conservative","Not Too Happy","1 Partner","Not Legal","Aries",1,0.956993511490439,"Gt $0","Age 45-55","Age 49-62","6+","4+","Other","Midwest","1",1
"2677",2016,2677,3,25,2,1,"High School","White","Male","W. Nor. Central","$60000 to 74999","Protestant","Divorced","High School","High School","Not Str Republican","Moderate","Pretty Happy","2 Partners","Legal","Capricorn",,0.782181681487619,"Gt $60000","Age 18-35","Age 18-34","1","2","Protestant","Midwest","2",NA
"2678",2016,2678,2,53,3,6,"High School","White","Female","W. Nor. Central","$25000 to 29999","Catholic","Divorced",,"High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Sagittarius",1,0.478496755745219,"Gt $25000","Age 45-55","Age 49-62","6+","3","Catholic","Midwest","1",1
"2679",2016,2679,1,24,0,2,"Bachelor","White","Male","W. Nor. Central","$30000 to 34999","Catholic","Never Married","High School",,"Ind,near Rep","Moderate","Very Happy",NA,NA,"Virgo",NA,0.478496755745219,"Gt $30000","Age 18-35","Age 18-34","2","0","Catholic","Midwest",NA,NA
"2680",2016,2680,1,82,3,3,"Lt High School","White","Female","W. Nor. Central","$25000 to 29999","Protestant","Widowed","Lt High School","Lt High School","Strong Republican","Conservative","Pretty Happy",,NA,"Aquarius",2,0.478496755745219,"Gt $25000","Age 65+","Age 62+","3","3","Protestant","Midwest",NA,0
"2681",2016,2681,1,52,0,2,"High School","White","Female","W. Nor. Central",,"Catholic","Married","High School","High School","Not Str Republican","Extremely Conservative","Very Happy",NA,NA,"Libra",2,0.956993511490439,NA,"Age 45-55","Age 49-62","2","0","Catholic","Midwest",NA,0
"2682",2016,2682,2,24,0,4,"High School","White","Male","W. Nor. Central","$35000 to 39999","Catholic","Married","High School","High School","Ind,near Rep","Slightly Conservative","Very Happy","1 Partner","Legal","Sagittarius",,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","4","0","Catholic","Midwest","1",NA
"2683",2016,2683,3,60,6,5,"Lt High School","White","Male","W. Nor. Central","$12500 to 14999","None","Widowed",,NA,"Strong Republican","Slightly Conservative","Not Too Happy","No Partners","Legal","Gemini",NA,0.956993511490439,"Gt $10000","Age 55-65","Age 49-62","5","4+","None","Midwest","0",NA
"2684",2016,2684,2,22,0,1,"High School","White","Female","W. Nor. Central","$35000 to 39999","Catholic","Never Married","High School","High School","Not Str Republican","Moderate","Very Happy","1 Partner","Not Legal","Cancer",,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","1","0","Catholic","Midwest","1",NA
"2685",2016,2685,1,34,3,3,"High School","White","Female","W. Nor. Central","$50000 to 59999","Protestant","Married","High School","High School","Ind,near Dem","Moderate","Very Happy",,NA,"Virgo",NA,0.956993511490439,"Gt $50000","Age 18-35","Age 18-34","3","3","Protestant","Midwest",NA,NA
"2686",2016,2686,2,54,2,3,"Junior College","White","Female","E. Nor. Central","$75000 to $89999","Protestant","Married","High School","High School","Not Str Democrat","Slightly Conservative","Pretty Happy","1 Partner","Not Legal","Sagittarius",1,0.956993511490439,"Gt $75000","Age 45-55","Age 49-62","3","2","Protestant","Midwest","1",1
"2687",2016,2687,1,31,3,1,"High School","White","Male","E. Nor. Central","$25000 to 29999","None","Divorced","High School","High School","Ind,near Dem","Slightly Conservative","Pretty Happy",,NA,"Scorpio",NA,0.956993511490439,"Gt $25000","Age 18-35","Age 18-34","1","3","None","Midwest",NA,NA
"2688",2016,2688,2,42,3,5,"High School","White","Female","E. Nor. Central","$75000 to $89999","Protestant","Married",,"Bachelor","Not Str Republican","Slightly Conservative","Pretty Happy","1 Partner","Legal","Aquarius",2,0.956993511490439,"Gt $75000","Age 35-45","Age 34-49","5","3","Protestant","Midwest","1",0
"2689",2016,2689,2,55,2,10,"Lt High School","White","Male","E. Nor. Central","$8 000 to 9 999","Protestant","Widowed","Lt High School","Lt High School","Independent","Moderate","Pretty Happy",,"Not Legal","Sagittarius",NA,0.478496755745219,"Gt $0","Age 45-55","Age 49-62","6+","2","Protestant","Midwest",NA,NA
"2690",2016,2690,1,78,3,10,"Lt High School","White","Male","E. Nor. Central","$60000 to 74999","Protestant","Married","Lt High School","Lt High School","Ind,near Dem","Slightly Liberal","Pretty Happy",,NA,"Cancer",NA,1.43549026723566,"Gt $60000","Age 65+","Age 62+","6+","3","Protestant","Midwest",NA,NA
"2691",2016,2691,3,59,0,4,"High School","White","Female","E. Nor. Central","$50000 to 59999","Protestant","Married","High School","High School","Independent","Moderate","Pretty Happy","1 Partner","Not Legal","Leo",,0.956993511490439,"Gt $50000","Age 55-65","Age 49-62","4","0","Protestant","Midwest","1",NA
"2692",2016,2692,2,56,2,4,"Lt High School","Other","Male","E. Nor. Central","$50000 to 59999","Catholic","Married",,"High School","Independent","Extremely Conservative","Pretty Happy","1 Partner","Legal","Leo",NA,0.956993511490439,"Gt $50000","Age 55-65","Age 49-62","4","2","Catholic","Midwest","1",NA
"2693",2016,2693,1,57,2,9,"High School","White","Male","E. Nor. Central","$110000 to $129999","Catholic","Married","Lt High School","Lt High School","Ind,near Dem","Moderate","Pretty Happy",,NA,"Pisces",1,2.34654504446286,"Gt $110000","Age 55-65","Age 49-62","6+","2","Catholic","Midwest",NA,1
"2694",2016,2694,3,55,2,4,"Bachelor","White","Female","E. Nor. Central","$40000 to 49999","Catholic","Widowed","High School","High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Legal",,1,0.478496755745219,"Gt $40000","Age 45-55","Age 49-62","4","2","Catholic","Midwest","1",1
"2695",2016,2695,2,63,2,5,"Graduate","White","Male","E. Nor. Central","$75000 to $89999","Catholic","Married","High School","High School","Not Str Democrat","Liberal","Pretty Happy","1 Partner","Legal","Capricorn",1,0.956993511490439,"Gt $75000","Age 55-65","Age 62+","5","2","Catholic","Midwest","1",1
"2696",2016,2696,1,37,3,1,"Bachelor","White","Male","E. Nor. Central","$90000 to $109999","Protestant","Married","High School","Junior College","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Leo",NA,0.956993511490439,"Gt $90000","Age 35-45","Age 34-49","1","3","Protestant","Midwest",NA,NA
"2697",2016,2697,3,71,2,3,"Graduate","White","Male","E. Nor. Central","$90000 to $109999","Catholic","Married","High School","Junior College","Not Str Democrat","Liberal","Pretty Happy","1 Partner","Legal","Aquarius",1,0.956993511490439,"Gt $90000","Age 65+","Age 62+","3","2","Catholic","Midwest","1",1
"2698",2016,2698,2,54,4,4,"Graduate","White","Female","E. Nor. Central","$90000 to $109999","Catholic","Married","High School","High School","Not Str Democrat","Liberal","Pretty Happy","No Partners","Not Legal","Capricorn",1,0.956993511490439,"Gt $90000","Age 45-55","Age 49-62","4","4+","Catholic","Midwest","0",1
"2699",2016,2699,1,78,2,1,"Graduate","White","Female","E. Nor. Central","$30000 to 34999","Protestant","Separated",,"Lt High School","Independent","Moderate","Pretty Happy",NA,NA,"Gemini",1,0.782181681487619,"Gt $30000","Age 65+","Age 62+","1","2","Protestant","Midwest",NA,1
"2700",2016,2700,3,40,1,3,"High School","White","Male","E. Nor. Central","$17500 to 19999","Catholic","Never Married","High School","High School","Strong Republican","Conservative","Pretty Happy","4 Partners","Not Legal","Libra",2,0.478496755745219,"Gt $15000","Age 35-45","Age 34-49","3","1","Catholic","Midwest","4+",0
"2701",2016,2701,2,51,1,15,"High School","White","Female","E. Nor. Central","$60000 to 74999","None","Married",,NA,"Strong Republican","Conservative","Very Happy","1 Partner","Legal","Pisces",NA,1.43549026723566,"Gt $60000","Age 45-55","Age 49-62","6+","1","None","Midwest","1",NA
"2702",2016,2702,3,22,0,6,"High School","White","Male","E. Nor. Central","$40000 to 49999","None","Never Married","High School",,"Strong Democrat","Extremely Liberal","Very Happy","1 Partner","Legal","Aries",1,1.43549026723566,"Gt $40000","Age 18-35","Age 18-34","6+","0","None","Midwest","1",1
"2703",2016,2703,1,83,2,0,"Lt High School","White","Female","E. Nor. Central","$10000 to 12499","Catholic","Widowed","Lt High School","Lt High School","Not Str Democrat","Slightly Conservative","Pretty Happy",,NA,"Aquarius",1,0.478496755745219,"Gt $10000","Age 65+","Age 62+","0","2","Catholic","Midwest",NA,1
"2704",2016,2704,3,69,2,3,"High School","White","Female","E. Nor. Central","$17500 to 19999","Protestant","Divorced","High School","High School","Not Str Democrat","Slightly Liberal","Not Too Happy","No Partners","Legal","Pisces",1,0.478496755745219,"Gt $15000","Age 65+","Age 62+","3","2","Protestant","Midwest","0",1
"2705",2016,2705,1,46,4,1,"Lt High School","White","Male","E. Nor. Central","$8 000 to 9 999","Protestant","Divorced",,"Lt High School","Independent","Moderate","Pretty Happy",NA,NA,"Gemini",NA,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","1","4+","Protestant","Midwest",NA,NA
"2706",2016,2706,1,34,3,1,"Bachelor","White","Female","E. Nor. Central","$75000 to $89999","Protestant","Married","High School","Junior College","Strong Republican","Conservative","Pretty Happy",,NA,"Libra",2,0.956993511490439,"Gt $75000","Age 18-35","Age 18-34","1","3","Protestant","Midwest",NA,0
"2707",2016,2707,2,36,4,5,"High School","Other","Female","E. Nor. Central","$50000 to 59999","None","Married",,"High School","Ind,near Dem","Liberal","Pretty Happy","1 Partner","Legal","Sagittarius",1,1.56436336297524,"Gt $50000","Age 35-45","Age 34-49","5","4+","None","Midwest","1",1
"2708",2016,2708,1,25,1,3,"Bachelor","White","Female","E. Nor. Central","$12500 to 14999","Protestant","Never Married","High School",,"Not Str Democrat","Moderate","Not Too Happy",NA,NA,"Sagittarius",3,0.478496755745219,"Gt $10000","Age 18-35","Age 18-34","3","1","Protestant","Midwest",NA,0
"2709",2016,2709,3,43,2,1,"Bachelor","White","Male","E. Nor. Central","$75000 to $89999","Catholic","Married","Bachelor","High School","Not Str Republican","Conservative","Pretty Happy","1 Partner","Not Legal","Aquarius",,1.56436336297524,"Gt $75000","Age 35-45","Age 34-49","1","2","Catholic","Midwest","1",NA
"2710",2016,2710,2,36,4,12,"High School","Other","Female","E. Nor. Central","$17500 to 19999","Protestant","Divorced","High School","High School","Independent","Conservative","Pretty Happy","1 Partner","Legal","Libra",,0.478496755745219,"Gt $15000","Age 35-45","Age 34-49","6+","4+","Protestant","Midwest","1",NA
"2711",2016,2711,3,61,0,3,"Bachelor","White","Female","E. Nor. Central","$60000 to 74999","Christian","Divorced","High School","High School",,"Moderate","Pretty Happy","No Partners","Legal","Cancer",NA,0.782181681487619,"Gt $60000","Age 55-65","Age 49-62","3","0","Other","Midwest","0",NA
"2712",2016,2712,3,53,3,8,"High School","White","Female","E. Nor. Central","$25000 to 29999","Christian","Divorced","Lt High School","Lt High School","Not Str Democrat","Liberal","Pretty Happy","No Partners","Legal","Aries",,0.956993511490439,"Gt $25000","Age 45-55","Age 49-62","6+","3","Other","Midwest","0",NA
